[0, 9, 3, 3, 1, 8, 8, 2, 6, 5, 4]; 79
[8, 2, 1, 0, 9, 3, 6, 4, 5, 7, 7]; 144
[6, 6, 3, 5, 8, 8, 8, 2, 1, 9, 4]; 61
[1, 3, 2, 2, 6, 6, 7, 7, 4, 4, 8]; 171
[8, 4, 2, 5, 3, 7, 7, 6, 0, 9, 9]; 1
[1, 3, 0, 9, 5, 2, 4, 4, 7, 8, 8]; 162
[0, 3, 2, 8, 4, 7, 7, 9, 1, 5, 6]; 52
[4, 2, 5, 0, 8, 8, 3, 9, 9, 7, 7]; 275
[9, 3, 3, 0, 2, 1, 6, 4, 8, 5, 5]; 38
[2, 0, 5, 8, 4, 1, 7, 3, 6, 9, 9]; 86
[5, 9, 3, 6, 6, 6, 2, 8, 8, 4, 1]; 97
[9, 3, 6, 2, 0, 4, 8, 5, 7, 7, 1]; 14
[6, 3, 4, 2, 0, 5, 1, 7, 7, 8, 9]; 13
[8, 2, 2, 2, 2, 2, 2, 9, 3, 6, 6]; 30
[3, 3, 0, 5, 5, 5, 8, 2, 2, 9, 6]; 108
[7, 0, 5, 2, 1, 8, 4, 6, 6, 3, 9]; 86
[0, 0, 4, 2, 5, 5, 8, 7, 3, 6, 9]; 206
[0, 6, 2, 2, 1, 1, 5, 4, 8, 7, 7]; 39
[8, 4, 2, 2, 0, 6, 3, 1, 7, 7, 9]; 6
[1, 8, 2, 0, 6, 3, 9, 5, 7, 4, 4]; 152
[5, 8, 2, 9, 3, 3, 7, 6, 6, 1, 4]; 47
[0, 3, 3, 4, 2, 2, 6, 9, 7, 1, 8]; 31
[0, 2, 2, 1, 3, 3, 4, 7, 7, 9, 9]; 150
[0, 5, 7, 9, 3, 6, 2, 8, 4, 1, 9]; 40
[7, 0, 8, 4, 2, 9, 3, 6, 5, 1, 2]; 28
[9, 3, 4, 2, 6, 1, 5, 5, 8, 8, 8]; 95
[0, 7, 5, 9, 3, 6, 2, 8, 8, 4, 1]; 92
[2, 2, 0, 0, 9, 9, 3, 6, 7, 7, 5]; 142
[5, 0, 7, 3, 6, 6, 2, 8, 4, 9, 1]; 102
[3, 0, 8, 2, 6, 9, 4, 1, 7, 7, 5]; 39
[1, 8, 4, 2, 0, 6, 3, 5, 7, 9, 9]; 50
[0, 8, 2, 2, 6, 3, 5, 7, 1, 1, 9]; 10
[0, 7, 1, 8, 2, 4, 9, 9, 3, 6, 5]; 180
[8, 4, 2, 0, 5, 9, 3, 1, 7, 6, 6]; 54
[2, 2, 5, 0, 3, 4, 7, 6, 8, 8, 9]; 269
[1, 0, 5, 3, 3, 2, 2, 8, 4, 9, 6]; 89
[6, 6, 3, 8, 4, 4, 2, 5, 1, 9, 7]; 16
[7, 2, 3, 4, 0, 8, 1, 1, 5, 5, 6]; 1
[8, 4, 2, 3, 9, 9, 9, 0, 7, 7, 6]; 1
[3, 0, 5, 1, 6, 6, 2, 9, 9, 8, 8]; 176
[0, 2, 1, 8, 4, 3, 5, 7, 9, 9, 6]; 245
[6, 2, 0, 0, 7, 3, 9, 5, 8, 4, 1]; 106
[5, 7, 4, 2, 2, 6, 3, 9, 8, 1, 1]; 19
[1, 0, 7, 6, 3, 8, 4, 2, 2, 9, 5]; 68
[2, 4, 3, 9, 9, 1, 7, 6, 8, 5, 5]; 115
[0, 8, 8, 8, 4, 2, 7, 1, 5, 6, 6]; 20
[2, 1, 7, 9, 9, 3, 5, 8, 8, 4, 6]; 256
[3, 3, 0, 9, 2, 7, 7, 7, 6, 4, 5]; 190
[7, 7, 2, 4, 1, 9, 3, 5, 8, 8, 6]; 137
[0, 8, 8, 2, 1, 6, 3, 7, 9, 4, 5]; 100
[7, 9, 3, 0, 6, 2, 1, 8, 4, 5, 5]; 30
[3, 6, 2, 7, 0, 8, 4, 1, 5, 5, 5]; 8
[2, 0, 6, 3, 4, 1, 8, 5, 5, 7, 9]; 109
[0, 0, 6, 3, 4, 2, 2, 5, 7, 9, 9]; 90
[1, 3, 0, 0, 9, 6, 2, 4, 5, 8, 7]; 162
[1, 1, 1, 7, 0, 4, 2, 6, 3, 3, 3]; 24
[1, 1, 1, 6, 3, 3, 4, 2, 2, 9, 7]; 53
[5, 6, 3, 0, 4, 4, 2, 1, 8, 8, 7]; 15
[8, 4, 2, 0, 5, 9, 3, 6, 7, 1, 7]; 48
[6, 3, 8, 4, 2, 2, 7, 7, 7, 1, 5]; 34
[0, 7, 9, 3, 1, 1, 5, 2, 2, 6, 4]; 11
[1, 9, 3, 7, 0, 5, 4, 2, 8, 6, 6]; 39
[0, 8, 2, 5, 9, 9, 3, 7, 4, 6, 1]; 112
[3, 1, 0, 7, 7, 4, 2, 8, 6, 5, 9]; 171
[5, 5, 3, 4, 2, 9, 8, 7, 1, 1, 6]; 18
[2, 9, 3, 4, 7, 8, 6, 6, 6, 1, 5]; 75
[0, 5, 3, 4, 2, 2, 8, 6, 1, 7, 9]; 21
[5, 0, 4, 2, 8, 3, 1, 7, 9, 6, 6]; 46
[0, 8, 4, 2, 6, 3, 3, 3, 5, 7, 9]; 85
[0, 3, 4, 2, 5, 5, 8, 9, 1, 6, 7]; 60
[7, 0, 6, 2, 9, 3, 4, 8, 5, 1, 3]; 53
[2, 1, 8, 4, 5, 5, 5, 5, 3, 7, 7]; 104
[5, 6, 6, 3, 0, 8, 4, 2, 9, 9, 1]; 29
[8, 8, 4, 2, 0, 6, 6, 3, 1, 7, 9]; 3
[0, 5, 6, 3, 9, 8, 8, 8, 2, 1, 4]; 88
[0, 0, 4, 2, 1, 8, 6, 6, 3, 5, 5]; 86
[2, 3, 4, 1, 0, 8, 9, 7, 6, 5, 5]; 64
[3, 3, 1, 1, 7, 2, 8, 4, 6, 5, 9]; 203
[3, 0, 9, 8, 2, 6, 5, 7, 7, 7, 1]; 98
[9, 3, 6, 2, 0, 8, 4, 7, 7, 5, 1]; 19
[4, 2, 5, 5, 0, 3, 3, 1, 6, 6, 7]; 3
[1, 7, 6, 2, 4, 9, 3, 0, 5, 5, 8]; 1
[9, 3, 0, 0, 2, 6, 7, 8, 4, 1, 5]; 37
[8, 2, 7, 5, 0, 3, 1, 9, 6, 4, 2]; 7
[1, 2, 0, 0, 8, 8, 4, 5, 9, 3, 6]; 206
[7, 0, 6, 2, 4, 8, 1, 5, 5, 9, 3]; 42
[0, 9, 3, 1, 6, 2, 5, 5, 5, 4, 8]; 140
[3, 0, 2, 2, 8, 4, 4, 1, 1, 1, 6]; 5
[5, 6, 3, 8, 4, 4, 2, 2, 1, 9, 7]; 4
[5, 5, 7, 0, 3, 6, 6, 6, 2, 2, 4]; 91
[6, 2, 5, 4, 4, 8, 8, 0, 7, 9, 3]; 1
[1, 4, 4, 2, 5, 8, 6, 3, 7, 7, 9]; 249
[3, 0, 9, 8, 4, 2, 1, 1, 1, 5, 6]; 3
[3, 0, 4, 2, 5, 7, 8, 6, 1, 9, 9]; 76
[3, 3, 1, 7, 2, 9, 9, 6, 5, 8, 4]; 246
[0, 9, 3, 1, 8, 2, 6, 7, 4, 5, 5]; 128
[3, 0, 7, 1, 4, 2, 9, 6, 6, 5, 8]; 202
[8, 4, 2, 1, 9, 3, 5, 7, 7, 7, 7]; 165
[4, 4, 2, 2, 5, 3, 3, 7, 6, 8, 9]; 158
[3, 0, 7, 5, 9, 8, 2, 4, 1, 6, 3]; 26
[5, 7, 6, 2, 2, 2, 9, 3, 1, 1, 4]; 8
[7, 9, 3, 0, 5, 5, 6, 6, 2, 1, 8]; 53
[3, 4, 2, 0, 8, 6, 5, 1, 7, 9, 3]; 48
[0, 8, 2, 9, 3, 1, 6, 7, 5, 4, 2]; 75
[3, 3, 7, 1, 0, 4, 2, 8, 5, 9, 6]; 54
[8, 2, 7, 0, 9, 9, 3, 5, 6, 1, 1]; 34
[2, 5, 0, 0, 9, 3, 6, 8, 4, 1, 1]; 36
[1, 1, 0, 3, 4, 2, 7, 5, 6, 9, 8]; 151
[3, 8, 8, 2, 1, 1, 9, 7, 4, 5, 5]; 40
[9, 3, 2, 0, 8, 4, 5, 1, 6, 7, 7]; 49
[0, 4, 2, 1, 6, 3, 5, 7, 8, 9, 3]; 193
[0, 6, 2, 7, 9, 9, 9, 3, 4, 5, 8]; 219
[0, 6, 3, 8, 4, 2, 5, 9, 1, 7, 7]; 28
[0, 0, 4, 2, 1, 1, 8, 5, 5, 6, 3]; 42
[6, 2, 0, 4, 3, 3, 8, 7, 7, 1, 5]; 53
[4, 2, 0, 6, 3, 9, 7, 5, 1, 8, 2]; 40
[6, 2, 9, 3, 5, 5, 5, 0, 0, 4, 4]; 1
[3, 7, 6, 2, 2, 8, 4, 1, 1, 1, 9]; 4
[0, 3, 1, 5, 4, 4, 2, 9, 8, 7, 7]; 199
[0, 8, 4, 2, 7, 3, 5, 1, 1, 6, 6]; 9
[0, 0, 7, 1, 6, 6, 2, 9, 3, 5, 8]; 150
[5, 5, 6, 2, 0, 9, 3, 3, 7, 8, 4]; 50
[1, 1, 7, 0, 8, 4, 2, 6, 6, 3, 9]; 137
[2, 0, 0, 5, 4, 4, 9, 3, 7, 8, 1]; 90
[4, 2, 5, 5, 1, 8, 6, 6, 6, 3, 9]; 114
[4, 4, 2, 7, 0, 9, 3, 1, 5, 8, 6]; 9
[5, 5, 0, 7, 6, 6, 2, 2, 2, 9, 9]; 69
[1, 7, 0, 5, 8, 4, 4, 2, 3, 9, 6]; 137
[6, 2, 0, 0, 9, 3, 8, 4, 7, 5, 1]; 85
[0, 4, 4, 2, 8, 7, 7, 1, 6, 3, 9]; 45
[0, 0, 9, 3, 3, 4, 2, 6, 1, 1, 7]; 6
[1, 5, 5, 6, 6, 3, 4, 2, 7, 8, 8]; 128
[0, 7, 1, 9, 3, 3, 8, 2, 5, 4, 6]; 96
[2, 4, 9, 3, 0, 7, 7, 1, 5, 8, 6]; 14
[6, 3, 3, 3, 5, 1, 8, 4, 2, 7, 7]; 54
[0, 9, 9, 3, 8, 4, 2, 5, 6, 1, 7]; 29
[5, 4, 4, 2, 2, 9, 3, 8, 6, 1, 7]; 44
[0, 9, 3, 3, 2, 1, 7, 6, 4, 4, 5]; 50
[0, 4, 2, 9, 3, 8, 1, 5, 6, 7, 7]; 50
[8, 4, 4, 4, 2, 2, 7, 3, 6, 9, 1]; 44
[7, 7, 3, 3, 0, 5, 8, 2, 6, 4, 1]; 18
[4, 2, 0, 3, 1, 5, 5, 5, 9, 7, 6]; 98
[0, 7, 2, 8, 4, 3, 5, 1, 9, 6, 6]; 28
[7, 3, 1, 6, 6, 6, 2, 9, 4, 8, 8]; 182
[0, 2, 3, 1, 4, 5, 9, 7, 8, 8, 6]; 282
[0, 5, 4, 2, 3, 9, 8, 1, 1, 1, 1]; 11
[0, 8, 4, 2, 3, 1, 7, 5, 6, 9, 3]; 67
[9, 3, 2, 2, 0, 4, 1, 7, 8, 6, 5]; 4
[2, 3, 0, 8, 4, 6, 7, 5, 9, 1, 5]; 68
[0, 7, 6, 3, 3, 9, 8, 4, 4, 4, 2]; 127
[0, 0, 0, 8, 2, 1, 7, 5, 4, 3, 9]; 63
[4, 2, 0, 3, 1, 5, 6, 8, 8, 7, 9]; 137
[6, 2, 1, 7, 0, 8, 4, 3, 3, 3, 5]; 27
[3, 3, 8, 2, 6, 1, 1, 7, 7, 5, 9]; 20
[2, 2, 5, 0, 6, 3, 9, 1, 4, 8, 7]; 34
[8, 2, 0, 3, 1, 9, 5, 6, 7, 4, 4]; 108
[7, 7, 0, 4, 2, 9, 9, 9, 3, 5, 8]; 214
[5, 0, 3, 3, 6, 2, 1, 4, 7, 8, 9]; 59
[6, 3, 3, 5, 5, 7, 8, 8, 8, 8, 4]; 259
[0, 8, 8, 4, 2, 1, 1, 3, 5, 9, 6]; 9
[8, 2, 2, 1, 6, 3, 5, 9, 9, 9, 9]; 159
[0, 0, 0, 2, 5, 8, 4, 4, 3, 9, 6]; 154
[0, 0, 0, 6, 2, 1, 1, 9, 3, 7, 8]; 9
[6, 3, 4, 4, 2, 9, 7, 7, 1, 1, 1]; 11
[0, 7, 2, 6, 3, 9, 4, 8, 1, 5, 5]; 39
[4, 4, 2, 1, 0, 6, 3, 7, 8, 8, 9]; 73
[9, 3, 4, 2, 0, 5, 1, 7, 8, 6, 6]; 12
[6, 6, 2, 1, 0, 5, 9, 3, 3, 8, 4]; 37
[0, 7, 5, 1, 1, 8, 2, 6, 3, 4, 9]; 62
[3, 3, 3, 2, 9, 5, 5, 1, 7, 4, 4]; 39
[3, 0, 5, 7, 6, 2, 8, 4, 4, 1, 9]; 39
[3, 3, 3, 1, 0, 2, 9, 5, 7, 8, 8]; 61
[8, 2, 6, 3, 3, 7, 9, 5, 4, 1, 1]; 30
[0, 4, 4, 2, 3, 1, 5, 6, 7, 8, 8]; 75
[0, 5, 5, 5, 4, 2, 9, 3, 3, 1, 6]; 32
[0, 0, 2, 5, 7, 7, 8, 4, 6, 3, 9]; 224
[0, 0, 5, 9, 3, 6, 2, 4, 7, 7, 1]; 86
[0, 5, 6, 3, 1, 1, 8, 4, 2, 9, 7]; 26
[5, 0, 4, 2, 8, 6, 3, 7, 9, 1, 6]; 64
[1, 6, 3, 3, 8, 2, 4, 9, 7, 7, 5]; 188
[8, 4, 2, 5, 0, 6, 3, 3, 1, 1, 7]; 4
[3, 0, 9, 2, 2, 1, 6, 5, 4, 8, 7]; 32
[5, 0, 0, 9, 9, 3, 6, 6, 2, 2, 7]; 81
[2, 0, 9, 3, 5, 1, 4, 7, 7, 6, 8]; 89
[4, 2, 7, 0, 3, 1, 5, 6, 8, 9, 3]; 99
[5, 8, 8, 2, 1, 1, 7, 9, 3, 4, 6]; 36
[5, 1, 9, 3, 7, 2, 2, 6, 4, 4, 8]; 73
[4, 2, 3, 6, 0, 7, 1, 9, 8, 5, 5]; 17
[0, 6, 2, 2, 8, 4, 7, 9, 3, 1, 1]; 45
[4, 4, 4, 2, 0, 3, 1, 9, 7, 8, 6]; 8
[0, 3, 5, 9, 8, 2, 1, 1, 7, 4, 6]; 12
[5, 3, 1, 0, 8, 4, 2, 9, 6, 7, 7]; 181
[0, 4, 2, 1, 1, 1, 1, 6, 3, 3, 9]; 9
[3, 0, 4, 2, 2, 8, 5, 6, 1, 9, 7]; 27
[9, 3, 3, 8, 4, 2, 1, 5, 5, 5, 5]; 10
[4, 2, 0, 6, 6, 3, 9, 1, 7, 5, 8]; 51
[5, 0, 2, 1, 7, 3, 8, 4, 9, 6, 3]; 172
[0, 8, 2, 5, 7, 9, 3, 1, 4, 6, 3]; 27
[6, 3, 1, 1, 0, 4, 2, 7, 7, 5, 9]; 51
[5, 0, 0, 4, 4, 2, 9, 3, 6, 1, 8]; 35
[4, 4, 2, 0, 8, 6, 3, 1, 1, 1, 7]; 7
[4, 2, 2, 2, 8, 6, 3, 3, 9, 5, 7]; 151
[7, 7, 2, 2, 5, 6, 3, 0, 9, 9, 4]; 2
[0, 6, 2, 1, 3, 4, 7, 9, 9, 9, 8]; 260
[6, 3, 0, 8, 4, 2, 9, 7, 1, 5, 5]; 23
[4, 2, 1, 0, 3, 6, 9, 8, 7, 5, 5]; 262
[8, 2, 0, 5, 6, 3, 1, 7, 9, 4, 4]; 53
[1, 1, 3, 3, 0, 7, 2, 2, 9, 5, 6]; 31
[0, 7, 8, 4, 2, 6, 3, 5, 5, 9, 1]; 57
[1, 1, 9, 9, 3, 3, 4, 4, 2, 7, 6]; 87
[5, 2, 2, 0, 3, 1, 6, 9, 7, 4, 8]; 148
[1, 2, 9, 3, 0, 6, 5, 8, 4, 7, 7]; 52
[9, 3, 0, 0, 4, 2, 1, 6, 8, 7, 5]; 15
[0, 8, 4, 2, 3, 3, 9, 1, 7, 6, 5]; 22
[1, 1, 6, 2, 0, 7, 8, 8, 8, 4, 5]; 77
[7, 2, 4, 3, 0, 6, 5, 8, 9, 1, 4]; 24
[4, 2, 0, 0, 7, 1, 8, 6, 6, 3, 3]; 45
[7, 2, 4, 8, 0, 3, 5, 9, 6, 1, 5]; 9
[3, 6, 2, 0, 9, 1, 5, 7, 4, 8, 2]; 71
[2, 0, 4, 1, 5, 7, 8, 9, 3, 6, 2]; 238
[5, 0, 7, 7, 1, 8, 2, 6, 3, 3, 9]; 51
[8, 2, 5, 0, 3, 9, 6, 1, 4, 7, 7]; 46
[2, 0, 8, 4, 1, 7, 9, 3, 6, 5, 5]; 85
[0, 5, 1, 4, 2, 6, 6, 3, 9, 9, 7]; 206
[7, 6, 3, 5, 5, 5, 5, 1, 1, 2, 8]; 10
[5, 5, 6, 3, 3, 3, 9, 1, 2, 8, 4]; 6
[9, 3, 8, 4, 2, 6, 1, 1, 1, 5, 7]; 1
[8, 4, 2, 0, 5, 7, 9, 3, 1, 6, 2]; 41
[0, 3, 6, 2, 9, 9, 1, 8, 4, 7, 5]; 49
[7, 1, 2, 0, 9, 3, 6, 4, 5, 8, 8]; 154
[6, 2, 0, 4, 4, 8, 5, 9, 3, 7, 1]; 111
[2, 9, 3, 0, 8, 4, 5, 7, 6, 1, 1]; 38
[2, 2, 9, 3, 0, 6, 6, 1, 8, 4, 7]; 9
[6, 3, 0, 8, 4, 2, 1, 7, 7, 5, 5]; 29
[5, 8, 2, 2, 7, 4, 4, 1, 9, 3, 6]; 24
[0, 6, 3, 1, 1, 4, 2, 8, 9, 7, 5]; 80
[6, 3, 8, 4, 4, 2, 5, 9, 7, 7, 1]; 70
[2, 4, 7, 7, 0, 3, 3, 1, 5, 8, 9]; 4
[0, 2, 8, 8, 4, 9, 3, 1, 1, 5, 7]; 10
[5, 0, 3, 3, 3, 7, 2, 6, 8, 4, 1]; 85
[2, 0, 6, 3, 3, 4, 7, 5, 8, 1, 9]; 62
[7, 5, 3, 0, 8, 2, 1, 4, 4, 6, 9]; 20
[0, 0, 4, 2, 5, 8, 8, 6, 3, 1, 7]; 74
[9, 3, 0, 6, 2, 2, 5, 5, 8, 4, 7]; 115
[0, 2, 6, 3, 7, 8, 4, 9, 1, 5, 5]; 48
[0, 3, 1, 4, 2, 5, 8, 9, 7, 6, 2]; 198
[3, 7, 2, 2, 0, 6, 5, 1, 4, 9, 8]; 5
[3, 3, 4, 2, 0, 8, 8, 5, 1, 1, 1]; 4
[8, 4, 4, 2, 0, 7, 7, 6, 3, 9, 1]; 22
[6, 2, 0, 4, 4, 4, 7, 8, 5, 9, 3]; 184
[8, 2, 0, 7, 5, 9, 3, 4, 1, 6, 6]; 25
[7, 6, 2, 0, 4, 9, 3, 5, 8, 1, 2]; 31
[0, 5, 6, 3, 9, 7, 4, 2, 1, 8, 4]; 38
[6, 3, 4, 2, 0, 9, 7, 1, 8, 8, 5]; 9
[0, 5, 1, 2, 7, 3, 4, 4, 4, 8, 6]; 131
[2, 6, 3, 0, 5, 5, 9, 1, 4, 7, 8]; 38
[9, 3, 5, 7, 7, 7, 6, 2, 4, 4, 1]; 92
[4, 2, 7, 1, 0, 6, 3, 9, 9, 8, 5]; 77
[4, 2, 0, 7, 1, 1, 5, 6, 3, 3, 8]; 21
[0, 3, 1, 5, 9, 7, 2, 6, 8, 8, 4]; 226
[1, 1, 2, 7, 0, 8, 4, 4, 3, 9, 5]; 44
[0, 2, 6, 3, 4, 8, 1, 9, 5, 7, 7]; 61
[3, 7, 9, 0, 8, 4, 4, 2, 1, 5, 5]; 29
[5, 4, 2, 7, 1, 8, 8, 8, 6, 3, 9]; 119
[7, 0, 4, 2, 8, 5, 5, 9, 3, 6, 1]; 100
[1, 6, 6, 6, 3, 5, 5, 4, 2, 8, 8]; 132
[3, 0, 7, 1, 6, 6, 6, 2, 9, 4, 5]; 155
[5, 0, 8, 2, 1, 4, 9, 3, 3, 7, 6]; 58
[0, 5, 6, 2, 4, 8, 8, 7, 3, 1, 9]; 57
[6, 2, 8, 4, 0, 5, 9, 3, 1, 7, 7]; 10
[7, 6, 2, 1, 4, 4, 9, 3, 5, 5, 8]; 129
[0, 6, 3, 9, 9, 1, 5, 5, 2, 4, 8]; 60
[3, 2, 0, 6, 7, 8, 8, 4, 1, 1, 9]; 29
[9, 3, 5, 0, 8, 2, 6, 1, 4, 4, 7]; 15
[2, 5, 9, 3, 3, 6, 1, 7, 7, 8, 4]; 60
[8, 4, 2, 7, 9, 3, 3, 1, 1, 6, 6]; 5
[7, 9, 9, 3, 6, 6, 2, 2, 5, 1, 8]; 24
[1, 6, 3, 9, 0, 7, 8, 4, 2, 5, 5]; 41
[0, 6, 2, 1, 1, 1, 9, 3, 5, 7, 4]; 33
[4, 2, 6, 3, 7, 1, 9, 9, 9, 8, 8]; 109
[5, 7, 7, 9, 3, 4, 2, 8, 1, 1, 6]; 13
[3, 3, 3, 0, 4, 2, 8, 7, 9, 5, 5]; 139
[6, 2, 0, 5, 5, 5, 1, 4, 9, 3, 3]; 21
[0, 8, 2, 6, 3, 9, 7, 1, 5, 4, 4]; 31
[9, 9, 9, 3, 5, 8, 4, 2, 2, 6, 6]; 71
[0, 5, 9, 3, 2, 4, 6, 8, 7, 1, 9]; 56
[1, 0, 2, 2, 6, 3, 8, 4, 5, 9, 7]; 212
[1, 8, 2, 5, 5, 5, 6, 3, 7, 4, 4]; 141
[3, 0, 0, 4, 2, 8, 9, 5, 7, 7, 1]; 120
